type,dimension,slope,last_val,pred_2027,pred_lo,pred_hi,r_squared,trend
ideology,axis_market,4.2007945984103224e-4,0.00625152046477794,0.006444445288229403,0.001827678427743066,0.01106121214871574,0.16182695430600033,stable
ideology,axis_nationalist,-3.35497658926425e-4,0.00233471203066003,9.838510582090066e-4,-0.005739507173684075,0.007707209290102088,0.054881134532753985,stable
theme,Infrastructure,-0.33671935877840287,6.020942408376963,7.7936988770219715,1.2954747243736033,14.29192302967034,0.05892520489411799,falling
theme,Green/Climate,0.3046015762546754,3.926701570680628,8.704835329552626,0.7080436197925257,16.701627039312726,0.03272741965230991,rising
theme,Digital/Tech,0.2541717896643608,7.853403141361256,9.749516654450431,2.9950223913879874,16.504010917512876,0.031966106851607105,rising
theme,Welfare/Social,0.7528857075588211,18.848167539267017,24.716862231385463,16.379576816864287,33.05414764590664,0.1597829457925886,rising
theme,Manufacturing/PLI,1.7153151012018453,15.44502617801047,20.495536209421427,14.715667426332413,26.275404992510442,0.6725512403177704,rising
theme,Fiscal/Deficit,0.6601219022017026,10.732984293193716,11.253356378638678,7.064358827398899,15.442353929878458,0.3667303808583144,rising
